Activity ID,Activity Date,Advisor ID,Lead AM,Activity Type,Description,Product
984d410f-a55c-4740-b445-1fd093225c0b,2024-11-30,SalA029,Sales AM 1,Email,Voicemail regarding market trends,Fixed Income
ed0225eb-5cec-4d30-908c-e5c3f8a75740,2024-12-16,SalA029,Sales AM 1,Voicemail,Webinar feedback collection,Real Estate Fund
ca630575-4e0f-45ae-ae1b-6757f313556e,2024-06-03,SalA030,Sales AM 1,Outbound Call,Voicemail regarding market trends,ESG
ef09a000-2fca-4994-b935-d876c3fd9ce8,2024-08-22,SalA030,Sales AM 1,Inbound Call,Webinar feedback collection,ESG
563e0f23-06e2-4a93-9834-6bffba8d6dc7,2024-11-07,SalA030,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,ETF
61cc4a37-4819-469f-9ce0-08d553f7eae9,2024-08-25,SalA030,Sales AM 1,Email,Meeting related to ETF,ESG
f93118b5-573c-46fd-801d-c16a11147555,2024-11-16,SalA030,Sales AM 1,Inbound Call,Call to discuss portfolio diversification,ETF
16fd280e-ba44-439d-855a-61f386558455,2024-09-04,SalA030,Sales AM 1,Meeting,Discussion on upcoming product launches,Real Estate Fund
6d3df79b-bb64-4428-82b6-842292c21137,2024-08-25,SalA030,Sales AM 1,Outbound Call,Follow-up on Fixed Income opportunities,Global Equity Fund
7f101f03-5e81-4b7c-bb94-b6ab1f8966c9,2024-12-30,SalA030,Sales AM 1,Outbound Call,Normal phone conversation,Fixed Income
25c4f22a-90d4-4db8-bd3a-54d2adbc27cb,2024-07-07,SalA030,Sales AM 1,Email,Meeting related to ETF,Fixed Income
875e9f86-a78d-4ffb-8c70-7a485e02f986,2024-11-27,SalA030,Sales AM 1,Email,Call to discuss portfolio diversification,Global Equity Fund
156ea46e-2f5e-4d65-96ad-2026abdbc2ff,2024-09-30,SalA030,Sales AM 1,Voicemail,Discussion on ESG strategies,Real Estate Fund
0c3fa2f0-131c-4b4b-8d52-ad68cd339926,2024-11-15,SalA030,Sales AM 1,Meeting,Follow-up on Fixed Income opportunities,Real Estate Fund
8e5d0e31-6a2b-437e-8412-25a0fb8b801c,2024-08-27,SalA030,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,Fixed Income
2929df97-1bba-4d50-bd0b-0b5ebfe5393a,2024-07-20,SalA030,Sales AM 1,Meeting,Call to discuss quarterly performance,Real Estate Fund
1673736e-1081-4755-9120-e1883f0ce377,2024-07-12,SalA030,Sales AM 1,Email,Normal phone conversation,Global Equity Fund
8cacef66-b9a1-457b-933d-9ec680c87039,2024-06-02,SalA030,Sales AM 1,Email,Call to discuss portfolio diversification,Fixed Income
a2d34462-7c8b-437b-aa32-7257208e34a5,2024-10-14,SalA030,Sales AM 1,Meeting,Webinar feedback collection,Global Equity Fund
d4530a75-8760-4449-8e01-8f3d543a9022,2024-11-02,SalA030,Sales AM 1,Voicemail,Call to discuss quarterly performance,Global Equity Fund
938f0475-8e42-4aca-b6f4-dabe5c574708,2024-09-24,SalA030,Sales AM 1,Outbound Call,Discussion on ESG strategies,Fixed Income
59c941e4-0208-40cc-92d2-c4d31c0497b3,2024-06-01,SalA030,Sales AM 1,Inbound Call,Strategy meeting regarding Global Equity,ESG
4ae86f5a-eeef-43d6-a4ae-793be2692ce4,2024-12-01,SalA030,Sales AM 1,Meeting,Presentation on Real Estate Fund,Real Estate Fund
d6938d8d-f45e-4b9c-b657-ff1da5e22b58,2024-10-14,SalA031,Sales AM 1,Inbound Call,Discussion on upcoming product launches,Global Equity Fund
73959bec-a278-4c8e-8e89-ca3a227d2add,2024-09-05,SalA031,Sales AM 1,Meeting,Discussion on ESG strategies,Real Estate Fund
f3e60b98-fe50-4572-a7ec-bcd3172f43ce,2024-09-10,SalA031,Sales AM 1,Outbound Call,Call to discuss quarterly performance,Global Equity Fund
d8009d4c-8e08-4367-8406-14e86f109ae6,2024-10-02,SalA031,Sales AM 1,Voicemail,Call to discuss portfolio diversification,ETF
db188b55-f3de-438c-9ed7-9307a91148f8,2024-11-02,SalA031,Sales AM 1,Outbound Call,Email follow-up on investment ideas,ESG
f96c29ea-dff4-4e7d-872a-b34e71ddbee1,2024-07-10,SalA031,Sales AM 1,Meeting,Email follow-up on investment ideas,Global Equity Fund
992d98aa-76dc-4329-bfe1-7da32b3b6fa5,2024-10-07,SalA031,Sales AM 1,Meeting,Strategy meeting regarding Global Equity,Fixed Income
5311fc2e-eb85-48e3-9bb4-4af1a116864e,2024-07-31,SalA031,Sales AM 1,Outbound Call,Webinar feedback collection,ESG
88f1264f-4f79-4c3f-98ea-04dfa439321d,2024-09-12,SalA031,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,Fixed Income
528c7f8f-d6f9-46ce-9f5c-f26df2057397,2024-10-01,SalA031,Sales AM 1,Meeting,Webinar feedback collection,ESG
8973de99-6b59-40e4-8c2e-170c1ff4d142,2024-10-29,SalA031,Sales AM 1,Email,Email follow-up on investment ideas,Fixed Income
b9086b55-0554-4eff-8e33-31876c266bd9,2024-10-16,SalA031,Sales AM 1,Voicemail,Analysis of Emerging Markets Fund,Real Estate Fund
c0573e99-9dc6-4cd8-9571-ae2e747faed5,2024-11-07,SalA031,Sales AM 1,Email,Discussion on upcoming product launches,Fixed Income
fb460244-aff6-4699-be7b-652b55ddf2fd,2024-06-07,SalA031,Sales AM 1,Email,Discussion on ESG strategies,ESG
cf4fd20b-1cfd-44bb-808b-9b44100d3dc5,2024-07-22,SalA031,Sales AM 1,Meeting,Strategy meeting regarding Global Equity,ETF
ad6ddc6e-f3ff-45c8-8a92-1022d187f2f4,2024-06-02,SalA031,Sales AM 1,Email,Call to discuss quarterly performance,ETF
d995f14b-c180-4bb1-bdb6-f3514c92159a,2024-11-06,SalA031,Sales AM 1,Voicemail,Meeting related to ETF,Fixed Income
61d68c0b-a54d-4cb7-a1f5-25f074e71b50,2024-09-08,SalA031,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,Global Equity Fund
b0407745-00f7-4f0a-a035-7836180eaf9d,2024-10-12,SalA031,Sales AM 1,Voicemail,Normal phone conversation,ETF
b9131eac-8684-42ea-b9a3-291ddbeab02c,2024-11-07,SalA031,Sales AM 1,Email,Call to discuss portfolio diversification,ESG
2a8e06d5-0cd6-4165-8130-1c904fc1c305,2024-10-22,SalA031,Sales AM 1,Inbound Call,Normal phone conversation,Real Estate Fund
2c7198fb-9759-4458-bc32-0cfa64d3d58f,2024-06-27,SalA031,Sales AM 1,Voicemail,Analysis of Emerging Markets Fund,ESG
53ec0644-6c9e-4601-be26-ecbca3b03e7c,2024-09-28,SalA031,Sales AM 1,Outbound Call,Webinar feedback collection,Global Equity Fund
8b3f126c-3cf9-4c1b-9f6e-613ebe268826,2024-11-01,SalA031,Sales AM 1,Outbound Call,Meeting related to ETF,Fixed Income
9bcf4f7b-b9d5-4a7d-86f2-5a03b852b78d,2024-12-04,SalA031,Sales AM 1,Inbound Call,Discussion on ESG strategies,Fixed Income
0ae0162c-22aa-4a0f-830e-83dd2ad9e725,2024-09-12,SalA032,Sales AM 1,Email,Call to discuss portfolio diversification,Real Estate Fund
a3da8e8e-890f-4467-9f92-ad7ab31834ee,2024-12-27,SalA032,Sales AM 1,Email,Call to discuss portfolio diversification,Real Estate Fund
9ceab753-dfea-49b6-bd69-1bfd43bb7a74,2024-06-22,SalA032,Sales AM 1,Inbound Call,Discussion on ESG strategies,ESG
c2cee472-a421-4fff-b055-5acbbf1040ef,2024-07-08,SalA032,Sales AM 1,Email,Analysis of Emerging Markets Fund,ESG
ba294c82-7f60-4ec2-a9a1-386461667d72,2024-09-01,SalA032,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,ETF
b03f01c5-ef51-4b49-ab4f-d2a082f1a0da,2024-10-25,SalA032,Sales AM 1,Voicemail,Strategy meeting regarding Global Equity,ETF
3eeb0b17-6a84-4481-811f-6e708ace0ed9,2024-12-31,SalA032,Sales AM 1,Email,Call to discuss portfolio diversification,ESG
33626eda-2339-4845-8b8a-599e867038e7,2024-09-11,SalA032,Sales AM 1,Voicemail,Voicemail regarding market trends,Real Estate Fund
f507a0dc-d3e7-41cc-a96f-452cc7f152fb,2024-10-21,SalA032,Sales AM 1,Meeting,Email follow-up on investment ideas,Fixed Income
2a7d8dda-4695-4f4d-a1b1-da29ebf2a679,2024-06-26,SalA032,Sales AM 1,Meeting,Normal phone conversation,Fixed Income
3ecbaf64-3090-437d-9b1b-5d71c6f98b48,2024-07-30,SalA032,Sales AM 1,Inbound Call,Email follow-up on investment ideas,Global Equity Fund
2960e938-2d3c-4d85-88fa-679eaa30b95e,2024-11-16,SalA032,Sales AM 1,Meeting,Call to discuss quarterly performance,Global Equity Fund
b4cce2e2-cadd-4f79-8711-d5dfcab2b948,2024-10-30,SalA032,Sales AM 1,Voicemail,Call to discuss quarterly performance,Real Estate Fund
3832ad2b-41fa-4149-b63f-7be709504abd,2024-09-02,SalA032,Sales AM 1,Inbound Call,Email follow-up on investment ideas,ESG
2de98321-0ea8-460a-88c4-74f65948c903,2024-07-17,SalA032,Sales AM 1,Outbound Call,Follow-up on Fixed Income opportunities,ESG
28a846f3-e231-480e-81b4-094427c0c081,2024-08-22,SalA032,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Fixed Income
fd7961b7-fc68-4517-acbd-8a981abc6001,2024-06-05,SalA032,Sales AM 1,Voicemail,Webinar feedback collection,Fixed Income
300d6de2-615e-4241-8cd6-ef9cae445796,2024-10-05,SalA032,Sales AM 1,Email,Presentation on Real Estate Fund,ETF
473bf2a6-484a-4433-b6f9-c632e286510e,2024-06-08,SalA032,Sales AM 1,Email,Voicemail regarding market trends,Global Equity Fund
d26c0ac7-22ac-4bfb-91d6-5b384a8dcd15,2024-09-21,SalA032,Sales AM 1,Inbound Call,Discussion on upcoming product launches,Global Equity Fund
eefd42d0-caaa-4d77-b010-d9a5ab4d169a,2024-11-24,SalA032,Sales AM 1,Outbound Call,Meeting related to ETF,ETF
92dff0c1-a2d7-4847-82f5-5d50dbe5864f,2024-06-25,SalA032,Sales AM 1,Outbound Call,Webinar feedback collection,Real Estate Fund
af987829-a471-4bc8-9cce-5c462859371a,2024-09-12,SalA032,Sales AM 1,Meeting,Call to discuss portfolio diversification,Global Equity Fund
f8def552-f6ca-42c5-90a6-10915689e5ef,2025-01-05,SalA033,Sales AM 1,Email,Email follow-up on investment ideas,Real Estate Fund
e5736011-9fca-431e-b0b2-0a437f3066de,2024-12-31,SalA033,Sales AM 1,Meeting,Analysis of Emerging Markets Fund,ETF
95d2f4f1-1c38-4902-83a6-63f441b65afe,2024-12-21,SalA033,Sales AM 1,Inbound Call,Call to discuss quarterly performance,Global Equity Fund
3a6202cc-04b9-4736-85f7-7cfd65c23a18,2024-12-14,SalA033,Sales AM 1,Outbound Call,Normal phone conversation,ETF
0daff8e2-a043-4e55-9de0-924eb9abf15d,2024-12-10,SalA033,Sales AM 1,Email,Normal phone conversation,Real Estate Fund
b0641896-0cae-4148-bde1-d0bbc66c7141,2024-12-05,SalA033,Sales AM 1,Outbound Call,Presentation on Real Estate Fund,Global Equity Fund
3d6fa580-2fd9-4d21-b95c-60f5dfaaeca7,2024-12-03,SalA033,Sales AM 1,Meeting,Meeting related to ETF,ESG
d8db9a3d-69e5-4997-b6f2-d98d6b21f0cf,2024-12-01,SalA033,Sales AM 1,Inbound Call,Follow-up on Fixed Income opportunities,Fixed Income
903363c1-c36f-47cd-bbc0-aae50debdbe5,2024-11-28,SalA033,Sales AM 1,Outbound Call,Voicemail regarding market trends,Global Equity Fund
bba48a8c-1657-4af5-ba32-172c8e5ca644,2024-11-27,SalA033,Sales AM 1,Voicemail,Strategy meeting regarding Global Equity,Global Equity Fund
51da77e5-6ee9-455b-ab4f-548a9914eca9,2024-11-15,SalA033,Sales AM 1,Email,Email follow-up on investment ideas,Real Estate Fund
b73ee701-5698-4697-89c1-893dac56533c,2024-11-14,SalA033,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,Fixed Income
2615ac33-3f8d-4997-aa0f-8fdd02d18017,2024-07-03,SalA034,Sales AM 1,Meeting,Call to discuss portfolio diversification,Global Equity Fund
64f2a4af-f9c7-4ba1-97be-b924258f15f8,2024-11-11,SalA034,Sales AM 1,Inbound Call,Analysis of Emerging Markets Fund,Fixed Income
5a211c7a-584f-4bff-9b96-686dea686471,2024-11-12,SalA034,Sales AM 1,Meeting,Webinar feedback collection,Global Equity Fund
224fa9ea-93e8-4bbe-aad8-98004a56572b,2024-12-09,SalA034,Sales AM 1,Outbound Call,Meeting related to ETF,Real Estate Fund
b493053c-b341-4589-9d20-dc11e0d0f911,2024-11-25,SalA034,Sales AM 1,Outbound Call,Meeting related to ETF,ESG
a2ce92df-b484-4d24-aabe-0039bc0b4588,2024-10-15,SalA034,Sales AM 1,Voicemail,Meeting related to ETF,Fixed Income
d0e6c60b-aefa-4789-89ad-388d155f6a10,2024-06-13,SalA034,Sales AM 1,Inbound Call,Follow-up on Fixed Income opportunities,ESG
e1935501-cd46-47a1-8e16-921f5121c2d9,2024-06-08,SalA034,Sales AM 1,Outbound Call,Voicemail regarding market trends,Fixed Income
032a889d-ea60-473c-a0a9-1170026665b5,2024-11-24,SalA034,Sales AM 1,Voicemail,Presentation on Real Estate Fund,ESG
52379cfa-7f4e-4389-8ad5-9fb0b76996e3,2024-08-31,SalA034,Sales AM 1,Inbound Call,Call to discuss quarterly performance,ETF
3627bc71-ef08-44a4-857f-579bee1733ea,2024-11-18,SalA034,Sales AM 1,Inbound Call,Normal phone conversation,Fixed Income
8b3496de-98e4-4c73-a51b-687b830cf96e,2025-01-01,SalA034,Sales AM 1,Meeting,Discussion on ESG strategies,ETF
c52a0a51-ff5c-4e02-9c7b-38b8e56b7815,2024-11-07,SalA034,Sales AM 1,Outbound Call,Call to discuss quarterly performance,ESG
ff08a826-0903-47d0-99cf-617cdd516e34,2024-06-17,SalA034,Sales AM 1,Voicemail,Analysis of Emerging Markets Fund,ESG
e4ac7dde-f432-407c-a512-2334729b51dc,2024-08-24,SalA034,Sales AM 1,Meeting,Email follow-up on investment ideas,Fixed Income
89e5c2ee-e192-46c2-9c82-10ccc3c67df9,2024-10-08,SalA035,Sales AM 1,Voicemail,Strategy meeting regarding Global Equity,Real Estate Fund
836f245a-1e4e-4d4e-8f7d-dccc0b130d85,2024-09-20,SalA035,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,ESG
f6d11c7c-a34e-458f-8487-a00ebd06bc70,2024-08-01,SalA035,Sales AM 1,Outbound Call,Webinar feedback collection,ESG
4d54ffff-6a2d-48b5-a2a6-ff20d1d52b2e,2024-07-29,SalA035,Sales AM 1,Voicemail,Meeting related to ETF,ETF
94037de3-68e8-4c71-8b7c-8f5bdb780630,2024-07-02,SalA035,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,Fixed Income
a8ff4549-2fc9-41eb-bda6-ee194ac2cd12,2024-10-23,SalA035,Sales AM 1,Outbound Call,Webinar feedback collection,ESG
96532001-3077-4dbd-bdb0-a77f87f772a0,2024-10-07,SalA035,Sales AM 1,Outbound Call,Call to discuss quarterly performance,Global Equity Fund
267ee546-cf48-447e-aea9-165c4a2d8242,2024-12-28,SalA035,Sales AM 1,Voicemail,Webinar feedback collection,ETF
5aae40d1-e859-4c0e-9515-bc4c7792a8a9,2024-07-14,SalA035,Sales AM 1,Meeting,Normal phone conversation,Real Estate Fund
6ee6a41b-723d-44cd-92ae-4c8e6d8ae6ac,2024-06-06,SalA035,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,ESG
c66ed220-cd58-48ac-8893-4d6aea6b222c,2024-12-04,SalA035,Sales AM 1,Voicemail,Meeting related to ETF,ETF
fd0ce048-6e9b-45bf-91ae-c59d565b2183,2024-09-12,SalA035,Sales AM 1,Outbound Call,Discussion on ESG strategies,Real Estate Fund
35347d45-040f-4455-9953-3948d8adf2cf,2024-06-05,SalA035,Sales AM 1,Email,Strategy meeting regarding Global Equity,ETF
01ea2c62-29dd-4dfa-8027-6edeb466f67b,2024-11-24,SalA035,Sales AM 1,Meeting,Webinar feedback collection,ESG
cccb1773-286b-4387-82d9-cc2c35dbf51e,2024-07-10,SalA035,Sales AM 1,Meeting,Normal phone conversation,Global Equity Fund
5ba4aa6e-f410-4036-9706-ce8774a03060,2024-12-10,SalA035,Sales AM 1,Inbound Call,Webinar feedback collection,ESG
91245e24-6054-4cd0-ac42-251892655d6a,2024-12-02,SalA035,Sales AM 1,Meeting,Strategy meeting regarding Global Equity,ESG
ff52b2a4-ac6d-4b0a-bab7-b10bb52f5cc0,2024-10-27,SalA035,Sales AM 1,Outbound Call,Webinar feedback collection,Fixed Income
246db386-58af-488b-bc08-89b6399dc0bf,2024-07-19,SalA035,Sales AM 1,Voicemail,Strategy meeting regarding Global Equity,Real Estate Fund
5a8c5ce4-761c-40cb-bd37-842bf5625f05,2024-09-16,SalA035,Sales AM 1,Voicemail,Follow-up on Fixed Income opportunities,ETF
51c07135-a2a8-4e40-8f04-d9e096768dba,2024-11-06,SalA036,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,ETF
a30ac4f0-b9e9-438d-92b7-ad0f79dc34f2,2024-10-23,SalA036,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,ETF
647987ac-07e6-4bd3-ab9f-769bee29a6a9,2024-12-02,SalA036,Sales AM 1,Email,Normal phone conversation,ESG
677a738d-778a-419d-ad81-cd1aeae6aa54,2024-12-15,SalA036,Sales AM 1,Email,Analysis of Emerging Markets Fund,Real Estate Fund
bf36a0cc-c131-493e-95fe-bece82a5aad1,2024-11-03,SalA036,Sales AM 1,Meeting,Follow-up on Fixed Income opportunities,Fixed Income
871d6666-145c-4878-b525-142744080758,2024-10-21,SalA036,Sales AM 1,Outbound Call,Discussion on ESG strategies,ETF
bfb4f523-0a58-4bfc-9a79-4b59f88f026f,2024-11-28,SalA036,Sales AM 1,Voicemail,Strategy meeting regarding Global Equity,ETF
7be11b49-9819-4fba-8a7c-4511824eeaed,2024-09-20,SalA036,Sales AM 1,Inbound Call,Meeting related to ETF,ESG
0b724fa7-d2b7-41bf-87f4-bcf602ad64f4,2024-09-04,SalA036,Sales AM 1,Meeting,Strategy meeting regarding Global Equity,ETF
c79202d1-fe58-492b-a86c-e4fd2fb52430,2024-06-13,SalA036,Sales AM 1,Email,Discussion on upcoming product launches,Fixed Income
71bf27ab-c72e-450a-b7bf-7cf3586a46e1,2024-06-06,SalA036,Sales AM 1,Outbound Call,Discussion on ESG strategies,Global Equity Fund
c505655b-d3b7-4d4a-bff9-fdf76a6d33c3,2024-11-26,SalA036,Sales AM 1,Inbound Call,Strategy meeting regarding Global Equity,ETF
fb1a9de8-d913-4b13-899e-ea0eb6e04ab9,2024-12-16,SalA036,Sales AM 1,Meeting,Voicemail regarding market trends,ETF
efe32016-f61b-481d-8762-0c8a508033fa,2024-09-10,SalA036,Sales AM 1,Email,Webinar feedback collection,Global Equity Fund
58bd1e21-d8b5-4de4-9cc2-4d4d4aa0172a,2024-12-12,SalA036,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,Real Estate Fund
4ba0f1c6-fd25-412c-8d1f-d5e69505971a,2024-07-22,SalA036,Sales AM 1,Inbound Call,Webinar feedback collection,ETF
ef7e13df-323d-4d42-be89-2e0e524ef5ae,2024-09-23,SalA036,Sales AM 1,Email,Analysis of Emerging Markets Fund,Real Estate Fund
b009b7be-5adc-4ab5-84ef-9bcfad783993,2024-10-14,SalA037,Sales AM 1,Voicemail,Call to discuss quarterly performance,ESG
702d592d-9102-4d24-a79d-dc25dc66bfdb,2024-10-30,SalA037,Sales AM 1,Email,Presentation on Real Estate Fund,Fixed Income
fcae757b-9693-4f4b-b8b0-5f778d79e781,2024-12-30,SalA037,Sales AM 1,Meeting,Webinar feedback collection,ETF
ba944c53-95ae-4af6-ac59-5950fa60028a,2024-12-07,SalA037,Sales AM 1,Voicemail,Follow-up on Fixed Income opportunities,Global Equity Fund
3a59e89e-34c2-4461-a627-35eb05206e6f,2024-10-16,SalA037,Sales AM 1,Email,Presentation on Real Estate Fund,ESG
c62fb256-56c7-4d1c-9bfe-03c31f4bbdaa,2024-12-10,SalA037,Sales AM 1,Meeting,Discussion on upcoming product launches,Fixed Income
73c7ef1d-2d3d-499d-aa45-2261c4f982fe,2024-11-09,SalA037,Sales AM 1,Outbound Call,Presentation on Real Estate Fund,ESG
da763515-cae7-411e-b1ff-1d7cf6ed9136,2024-08-19,SalA037,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Real Estate Fund
425dda76-65bf-4d38-b92a-df429658cc59,2024-11-02,SalA037,Sales AM 1,Outbound Call,Call to discuss quarterly performance,Global Equity Fund
44474863-5f8e-4d01-901f-e727e34970c7,2024-08-28,SalA037,Sales AM 1,Meeting,Voicemail regarding market trends,ESG
7fc1b365-12d9-4939-a0d1-9ad19cdd5434,2024-12-10,SalA037,Sales AM 1,Inbound Call,Call to discuss quarterly performance,ETF
451817b0-de03-463a-8aee-25c0d95e2795,2024-10-30,SalA037,Sales AM 1,Outbound Call,Email follow-up on investment ideas,ETF
3789a612-030f-40d1-aa99-a47564b1288d,2024-11-01,SalA037,Sales AM 1,Inbound Call,Follow-up on Fixed Income opportunities,Fixed Income
5d151eb0-7f16-4c11-9cc3-bcd256117e90,2024-07-22,SalA037,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Real Estate Fund
638aeb71-5fc8-4056-badd-a2bf4e48adaf,2024-08-28,SalA037,Sales AM 1,Inbound Call,Call to discuss portfolio diversification,Real Estate Fund
9c96c4d3-f732-4b74-988c-2df0230a8186,2024-07-01,SalA038,Sales AM 1,Email,Voicemail regarding market trends,ETF
df08373f-3485-4994-b75d-e708b5f4e352,2024-06-10,SalA038,Sales AM 1,Meeting,Follow-up on Fixed Income opportunities,ETF
ee7cf543-19c0-47e1-a7ce-3b9b108b742b,2024-10-16,SalA038,Sales AM 1,Email,Voicemail regarding market trends,Real Estate Fund
844b7192-e328-4e14-a311-ed9797e08bc4,2024-12-15,SalA038,Sales AM 1,Meeting,Discussion on ESG strategies,Fixed Income
1c5b07ba-5b6f-4ab1-b758-f8c58079e44c,2024-12-11,SalA038,Sales AM 1,Inbound Call,Webinar feedback collection,Real Estate Fund
bad04ddf-48e0-46a7-b212-2c0452da7bc2,2024-08-02,SalA038,Sales AM 1,Inbound Call,Discussion on upcoming product launches,Real Estate Fund
37654092-3658-4f62-a102-2565e8bf813f,2024-08-16,SalA038,Sales AM 1,Email,Strategy meeting regarding Global Equity,Fixed Income
c60a3983-5333-43a1-82f1-b19a176d9059,2024-11-25,SalA038,Sales AM 1,Email,Discussion on upcoming product launches,Global Equity Fund
8beeddd2-010a-40b2-b305-5a2e77937a49,2024-06-02,SalA038,Sales AM 1,Voicemail,Meeting related to ETF,ETF
cbe3f08e-22c7-4ba3-9778-b561b9877824,2024-09-11,SalA038,Sales AM 1,Inbound Call,Follow-up on Fixed Income opportunities,ETF
bd6f000b-958a-451e-a3f0-e10a2219395d,2024-07-12,SalA038,Sales AM 1,Inbound Call,Discussion on upcoming product launches,Real Estate Fund
64b7eca5-918d-40cc-9468-57900463446b,2024-10-13,SalA039,Sales AM 1,Meeting,Strategy meeting regarding Global Equity,ETF
c0f953e4-33b6-4f63-abe5-fac6b0c8b568,2024-11-22,SalA039,Sales AM 1,Meeting,Meeting related to ETF,ESG
4da9ff34-30aa-4001-9ccc-65208c4d1125,2024-08-13,SalA039,Sales AM 1,Outbound Call,Voicemail regarding market trends,ESG
93a8ad15-2fce-4d7d-9d96-69ca9d5a5f0a,2024-06-26,SalA039,Sales AM 1,Email,Follow-up on Fixed Income opportunities,Fixed Income
a0c5d221-8de3-44fb-b73e-275703ef7e00,2024-08-17,SalA039,Sales AM 1,Email,Email follow-up on investment ideas,Real Estate Fund
1b303608-ab16-4542-8041-54fff20cfc05,2024-11-20,SalA039,Sales AM 1,Inbound Call,Meeting related to ETF,Real Estate Fund
fbf340ed-606c-4127-90e8-691c973abe9f,2024-09-26,SalA039,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,Fixed Income
7a5d613a-4772-4ad1-9aee-bf29cff547d1,2024-07-08,SalA039,Sales AM 1,Voicemail,Discussion on ESG strategies,Global Equity Fund
efe6e038-9a5a-43b9-9988-4c3d2481a762,2024-12-02,SalA039,Sales AM 1,Outbound Call,Discussion on upcoming product launches,Global Equity Fund
a8e58c5f-0a1a-4968-90e4-2d2c25fda6c6,2024-10-30,SalA039,Sales AM 1,Meeting,Presentation on Real Estate Fund,Real Estate Fund
536ec88b-1b4e-4b44-b3b5-c7ceaac9e94e,2024-09-16,SalA040,Sales AM 1,Voicemail,Meeting related to ETF,Global Equity Fund
9fd06ef4-ccf0-4815-90cd-e2bcc4302851,2024-07-10,SalA040,Sales AM 1,Email,Follow-up on Fixed Income opportunities,Fixed Income
f103768f-96bb-4357-a631-c12f9d555373,2024-06-17,SalA040,Sales AM 1,Outbound Call,Email follow-up on investment ideas,ESG
8ba88b81-e70b-475f-bb14-f83e497dce42,2024-07-31,SalA040,Sales AM 1,Inbound Call,Strategy meeting regarding Global Equity,ETF
1eab2ad8-fe0e-4fca-aab3-17b2b4297720,2024-10-28,SalA040,Sales AM 1,Email,Follow-up on Fixed Income opportunities,ESG
569190f4-003a-439b-b9a0-6ef7db26b9e0,2024-09-12,SalA040,Sales AM 1,Email,Email follow-up on investment ideas,ESG
6f97ae56-d40b-42ec-8d97-9cd8491084c6,2024-08-03,SalA040,Sales AM 1,Email,Email follow-up on investment ideas,Real Estate Fund
d672c409-39d2-435e-b4bf-d9487e843200,2024-09-06,SalA040,Sales AM 1,Email,Call to discuss portfolio diversification,Global Equity Fund
b3eb010d-033b-4054-b4d6-7fc4c48b9fc5,2024-08-24,SalA040,Sales AM 1,Inbound Call,Discussion on ESG strategies,Fixed Income
a3fce210-f892-45de-98f2-72fb0381b06f,2024-12-11,SalA040,Sales AM 1,Outbound Call,Call to discuss quarterly performance,Fixed Income
361fbd25-150b-4843-bfcf-ef93e5ae8bce,2024-08-24,SalA040,Sales AM 1,Inbound Call,Normal phone conversation,Fixed Income
e24d95b4-983d-4932-b42d-c7387ee20b2d,2024-09-02,SalA040,Sales AM 1,Voicemail,Analysis of Emerging Markets Fund,ESG
78a9af4d-20fe-4b1c-aaf4-c28f5df823f0,2024-08-13,SalA040,Sales AM 1,Meeting,Discussion on ESG strategies,Fixed Income
d86ed63d-de96-48ea-a432-5b4143e846ed,2024-07-07,SalA040,Sales AM 1,Email,Follow-up on Fixed Income opportunities,Fixed Income
ea43b5af-3936-4b1c-821c-e8672b030a26,2024-12-18,SalA040,Sales AM 1,Meeting,Analysis of Emerging Markets Fund,Global Equity Fund
7b479366-1fbe-405e-a3e7-1b668d00a5ba,2024-06-28,SalA040,Sales AM 1,Outbound Call,Presentation on Real Estate Fund,Fixed Income
69c9bd40-2cf8-4209-82c5-c07d89f95b91,2024-09-25,SalA040,Sales AM 1,Inbound Call,Voicemail regarding market trends,ESG
8d3899cb-8c77-48fc-bbc8-27a7e4adaafd,2024-12-06,SalA040,Sales AM 1,Email,Meeting related to ETF,ETF
2873a81f-8527-40e9-ab01-7dc242570594,2024-12-15,SalA040,Sales AM 1,Meeting,Email follow-up on investment ideas,ESG
d4892fcb-6c54-4181-ae23-4d49aad0f894,2024-09-21,SalA040,Sales AM 1,Outbound Call,Discussion on ESG strategies,Global Equity Fund
c2f02323-300f-4154-9c7a-0992865ccca0,2024-06-27,SalA040,Sales AM 1,Inbound Call,Webinar feedback collection,Real Estate Fund
99d93782-f533-4df8-842c-e89dc4d8121f,2024-11-11,SalA040,Sales AM 1,Meeting,Webinar feedback collection,Fixed Income
