Asset ID,Product ID,Advisor ID,Date,Share Class,Sales AM,NAV, Transaction Amount ,Transaction ID,Type of Class,Market Value,cat,Classification,X0.01
cdc2cba6-1c10-47cf-acbb-6ff78b2366b3,P001,SalA077,2024-12-03,Class A,Sales AM 1,108.9297224,-396306.3138,txn_00140,Redemption,-4316953675,Medium,Underwater Client,-396306.3138
7e04a162-5945-47b3-87e1-26052f483ef2,P005,SalA080,2024-12-20,Class A,Sales AM 1,93.82461727,403740.2626,txn_00141,Purchase,3788077561,,Healthy Client,403740.2626
1e2a1c65-5abc-4ec4-a75c-0c26a60d878d,P005,SalA017,2024-07-30,Class A,Sales AM 1,105.1741232,-18729.1943,txn_00649,Redemption,-196982658.9,Severe,Underwater Client,-18729.1943
cf205923-2d77-4aec-921d-c2d8ee80327e,P001,SalA017,2024-07-20,Class C,Sales AM 1,128.3713885,-352316.4343,txn_00695,Redemption,-4522734987,Severe,Underwater Client,-352316.4343
576ba779-6875-433c-8acf-cbd4dfd2061b,P005,SalA019,2024-12-12,Class C,Sales AM 1,132.6086505,-409491.9094,txn_00052,Redemption,-5430216951,Severe,Underwater Client,-409491.9094
a2cadc74-fa2a-4b6f-9c80-104c9b829394,P002,SalA016,2024-11-30,Class C,Sales AM 1,128.979079,353219.9763,txn_00145,Purchase,4555798724,,Healthy Client,353219.9763
4431ab7a-f047-4d78-855a-e4217ed4d70e,P002,SalA019,2024-11-27,Class A,Sales AM 1,92.46112456,86736.40111,txn_00158,Purchase,801974518.7,Severe,Underwater Client,86736.40111
8330d86d-2e14-49f0-86d1-092293089d7e,P004,SalA057,2024-11-30,Class A,Sales AM 1,96.22429711,135332.54,txn_00147,Purchase,1302227854,,Healthy Client,135332.54
f1b42632-1df1-4c02-bfe3-2c07dd0946eb,P001,SalA019,2024-10-14,Class B,Sales AM 1,82.99120633,-324544.778,txn_00346,Redemption,-2693436263,Severe,Underwater Client,-324544.778
61297616-7a14-400f-a8a2-b5cd2060315c,P003,SalA064,2024-11-30,Class B,Sales AM 1,89.15359221,-145570.0396,txn_00149,Redemption,-1297809195,,Healthy Client,-145570.0396
e56c4cb7-7701-4e35-bd25-26fd321da251,P002,SalA073,2024-11-30,Class A,Sales AM 1,107.4072772,272724.5126,txn_00150,Purchase,2929259733,,Healthy Client,272724.5126
0fb73964-6503-49da-b1bf-d05f4cd8c30e,P001,SalA019,2024-09-30,Class A,Sales AM 1,106.6291385,-376932.1814,txn_00402,Redemption,-4019195379,Severe,Underwater Client,-376932.1814
c3bbf157-0855-4615-8e05-68e2ca826b30,P004,SalA016,2024-11-29,Class C,Sales AM 1,130.6015882,-14879.78553,txn_00152,Redemption,-194332362.2,,Healthy Client,-14879.78553
f6fa3a7c-f2d3-4752-b538-2cffeb75b974,P004,SalA046,2024-11-29,Class A,Sales AM 1,105.0936232,366006.3428,txn_00153,Purchase,3846493267,,Healthy Client,366006.3428
871fac0e-a611-4a11-bea1-d5589b83152f,P003,SalA064,2024-11-29,Class C,Sales AM 1,122.7215286,-61656.71241,txn_00154,Redemption,-756660599.7,,Healthy Client,-61656.71241
9500834a-57bf-4aa4-9a53-400dbc91e961,P002,SalA032,2024-11-28,Class B,Sales AM 1,86.97199551,181638.1371,txn_00155,Purchase,1579743124,Mild,Underwater Client,181638.1371
15ce0bed-863b-401d-bff5-08503100d5ff,P003,SalA096,2024-11-28,Class B,Sales AM 1,88.29937991,378429.0774,txn_00156,Purchase,3341505287,,Healthy Client,378429.0774
b2f3f138-6d98-4810-b6a7-0a2674d46996,P003,SalA019,2024-09-15,Class B,Sales AM 1,82.36771423,254735.2668,txn_00456,Purchase,2098196166,Severe,Underwater Client,254735.2668
ffdd4004-bbd9-46da-b14e-33901dddd267,P005,SalA019,2024-08-24,Class A,Sales AM 1,91.77767193,202459.229,txn_00529,Purchase,1858123669,Severe,Underwater Client,202459.229
b63fc4e0-2297-4825-ae38-73a10fef7626,P004,SalA019,2024-06-29,Class C,Sales AM 1,123.9333022,303018.8483,txn_00768,Purchase,3755412648,Severe,Underwater Client,303018.8483
11c25320-cbef-4a0a-bba1-3bb33b43e1fb,P001,SalA016,2024-11-26,Class B,Sales AM 1,91.31044057,-191366.0379,txn_00160,Redemption,-1747371723,,Healthy Client,-191366.0379
9f48d3c9-ccb4-44f0-8975-acf87fb028f8,P004,SalA019,2024-06-24,Class A,Sales AM 1,99.55373765,209650.3074,txn_00796,Purchase,2087147170,Severe,Underwater Client,209650.3074
53b040c2-15c8-47fe-b7ea-8dfb24da9903,P001,SalA031,2024-11-26,Class A,Sales AM 1,90.14698657,-156595.8075,txn_00162,Redemption,-1411664016,,Healthy Client,-156595.8075
e7428683-5f76-49e4-be4d-fb3f9b17bfec,P003,SalA020,2024-10-18,Class C,Sales AM 1,122.7528501,-329820.0392,txn_00332,Redemption,-4048634983,Severe,Underwater Client,-329820.0392
91ff52c6-9bda-4f2f-8c1c-fa1cd0437ba1,P003,SalA020,2024-10-01,Class A,Sales AM 1,101.1378435,-316113.7213,txn_00395,Redemption,-3197106006,Severe,Underwater Client,-316113.7213
f08a2fac-4968-4b86-8af6-85ad0f4579f1,P005,SalA020,2024-09-13,Class A,Sales AM 1,92.79728901,-401688.5285,txn_00464,Redemption,-3727560647,Severe,Underwater Client,-401688.5285
8ceaacc8-91c7-4dd6-ab51-cbb93712787a,P004,SalA037,2024-11-24,Class C,Sales AM 1,136.4657462,38442.37176,txn_00166,Purchase,524606694.9,,Healthy Client,38442.37176
1da9dad7-47f6-4e4e-bd3d-574913537ccb,P005,SalA008,2024-11-24,Class C,Sales AM 1,135.5585689,200972.8436,txn_00167,Purchase,2724359107,,Healthy Client,200972.8436
10eefeed-b727-4008-8139-eb339fa3f39a,P004,SalA022,2024-11-24,Class C,Sales AM 1,135.1151112,-14914.43637,txn_00168,Redemption,-201516572.9,Mild,Underwater Client,-14914.43637
b3675d5f-f24c-4d99-bffe-165b6c9adb86,P005,SalA020,2024-09-10,Class C,Sales AM 1,131.7623127,-188848.1994,txn_00473,Redemption,-2488307551,Severe,Underwater Client,-188848.1994
d0117f90-c2f9-4f04-98dc-0602d55b3946,P001,SalA020,2024-07-12,Class A,Sales AM 1,102.1361891,271944.0199,txn_00713,Purchase,2777532583,Severe,Underwater Client,271944.0199
aaba4725-2778-4b09-b74d-418b8eb3e5a1,P001,SalA020,2024-07-04,Class C,Sales AM 1,129.140983,-341419.2046,txn_00741,Redemption,-4409121168,Severe,Underwater Client,-341419.2046
015b2610-f85e-403f-9705-7e7fedc0faf7,P004,SalA033,2024-11-22,Class C,Sales AM 1,134.0231243,137657.8316,txn_00172,Purchase,1844933267,,Healthy Client,137657.8316
021662cd-1745-410a-8d9b-668e683c2960,P004,SalA020,2024-06-20,Class C,Sales AM 1,132.4110562,-397633.7712,txn_00808,Redemption,-5265110763,Severe,Underwater Client,-397633.7712
30f9713f-a6c2-4ee5-846d-adf954294a78,P003,SalA034,2024-11-22,Class A,Sales AM 1,105.9276882,329257.5612,txn_00174,Purchase,3487749229,,Healthy Client,329257.5612
9f0765cc-71d2-4cc9-b5cc-a8fe7025057e,P002,SalA020,2024-06-08,Class A,Sales AM 1,97.96546176,-344600.5107,txn_00851,Redemption,-3375894815,Severe,Underwater Client,-344600.5107
72bad359-10a9-46f7-83cd-6aa999fe440e,P005,SalA070,2024-11-21,Class B,Sales AM 1,96.3395457,-104780.0462,txn_00176,Redemption,-1009446205,,Healthy Client,-104780.0462
5910d0f0-a56d-4887-8c42-185a5136f4ee,P002,SalA021,2024-12-29,Class A,Sales AM 1,100.3428237,-102547.1581,txn_00053,Redemption,-1028987141,Severe,Underwater Client,-102547.1581
221ea8c4-f66b-4a21-aff3-b5faec3a7358,P001,SalA021,2024-12-18,Class A,Sales AM 1,107.5037574,434534.2805,txn_00054,Purchase,4671406786,Severe,Underwater Client,434534.2805
af0c0b39-463c-4ee0-a20e-9b540edc0ede,P005,SalA059,2024-11-20,Class C,Sales AM 1,139.6627481,-92380.49803,txn_00179,Redemption,-1290211423,,Healthy Client,-92380.49803
ae6ad6ab-5aea-4f2b-ac81-bf3577764ddf,P005,SalA021,2024-12-15,Class C,Sales AM 1,123.8190973,-134182.9507,txn_00055,Redemption,-1661441183,Severe,Underwater Client,-134182.9507
57c428b6-d7b6-47c3-b74c-130b1756347f,P004,SalA021,2024-11-20,Class A,Sales AM 1,101.8645504,379584.1591,txn_00186,Purchase,3866616969,Severe,Underwater Client,379584.1591
5fe00330-61da-41a0-a9e4-a5672793222e,P004,SalA085,2024-11-20,Class B,Sales AM 1,84.29927431,-91576.61238,txn_00182,Redemption,-771984196.7,,Healthy Client,-91576.61238
8b58ee8e-16e5-40ef-9ee5-9d044e455f7c,P004,SalA010,2024-11-20,Class B,Sales AM 1,93.54860493,10055.75623,txn_00183,Purchase,94070196.66,,Healthy Client,10055.75623
aeeb6623-33cc-4c1c-9e51-8098901c2281,P003,SalA032,2024-11-20,Class C,Sales AM 1,138.8181689,70504.51096,txn_00184,Purchase,978730711.3,Mild,Underwater Client,70504.51096
4aba901f-cd80-4e09-9361-cd6548ecaa4c,P003,SalA010,2024-11-20,Class C,Sales AM 1,127.9804156,171056.9109,txn_00185,Purchase,2189193455,,Healthy Client,171056.9109
2ac9484a-926e-4430-af07-2657945fe0e1,P002,SalA021,2024-11-12,Class C,Sales AM 1,125.649077,40186.46997,txn_00219,Purchase,504939286.1,Severe,Underwater Client,40186.46997
d6a44c8c-33d5-43a0-a984-2dcb940c8eef,P005,SalA028,2024-11-20,Class C,Sales AM 1,132.641082,238522.9663,txn_00187,Purchase,3163794434,,Healthy Client,238522.9663
5041ad5d-23d5-4cb5-b6b0-78af2f7703d6,P002,SalA021,2024-10-14,Class C,Sales AM 1,120.3210143,252386.8827,txn_00347,Purchase,3036744573,Severe,Underwater Client,252386.8827
a5a7c2f5-8057-45b3-a1fc-8beaf2321590,P005,SalA021,2024-09-30,Class B,Sales AM 1,84.71720281,-307109.8734,txn_00403,Redemption,-2601748943,Severe,Underwater Client,-307109.8734
06b84c93-8eb5-4b5f-bac6-88d75d0470cc,P001,SalA004,2024-11-17,Class B,Sales AM 1,94.06452652,-95476.89123,txn_00190,Redemption,-898098856.8,,Healthy Client,-95476.89123
f8a8d8bf-f17d-444b-bf49-5a2eac5c3f4e,P005,SalA014,2024-11-17,Class C,Sales AM 1,124.8298168,206098.8613,txn_00191,Purchase,2572728311,,Healthy Client,206098.8613
d428d060-4982-45f0-99cf-add65d34da8d,P003,SalA021,2024-09-21,Class A,Sales AM 1,92.84608433,326455.4867,txn_00431,Purchase,3031011365,Severe,Underwater Client,326455.4867
1c94f15f-cb9c-4945-bbbd-462905588c28,P003,SalA021,2024-09-18,Class A,Sales AM 1,101.369584,-132388.1316,txn_00444,Redemption,-1342012983,Severe,Underwater Client,-132388.1316
eb53995e-767f-40f9-a786-5f323e4de4b3,P002,SalA013,2024-11-17,Class B,Sales AM 1,97.83777917,421179.0176,txn_00194,Purchase,4120721971,,Healthy Client,421179.0176
d9968059-228b-48f5-8abc-00610ffd787a,P003,SalA074,2024-11-17,Class A,Sales AM 1,101.3018658,246192.0803,txn_00195,Purchase,2493971708,,Healthy Client,246192.0803
e6de2eba-1510-49f5-a93f-355ff3be4e8d,P005,SalA046,2024-11-16,Class C,Sales AM 1,123.9671175,-449035.2274,txn_00196,Redemption,-5566560279,,Healthy Client,-449035.2274
d3139948-a086-4584-9840-74eda69a0c37,P005,SalA058,2024-11-16,Class B,Sales AM 1,98.99037256,-285578.658,txn_00197,Redemption,-2826953775,Medium,Underwater Client,-285578.658
c5995338-03f5-48a4-b0f9-285a70ea8a9f,P005,SalA021,2024-08-16,Class B,Sales AM 1,94.10301857,-158714.1178,txn_00564,Redemption,-1493547757,Severe,Underwater Client,-158714.1178
c178a472-196f-4695-a126-1e3659bbef52,P004,SalA021,2024-08-10,Class A,Sales AM 1,98.07174586,-382194.7412,txn_00596,Redemption,-3748250553,Severe,Underwater Client,-382194.7412
525285fe-275a-42af-a014-4bfae49e3b14,P002,SalA021,2024-08-03,Class B,Sales AM 1,94.82889028,-507523.2584,txn_00628,Redemption,-4812786738,Severe,Underwater Client,-507523.2584
93f6cd7a-023d-473e-857b-ce35f2bb1966,P001,SalA013,2024-11-15,Class A,Sales AM 1,108.775237,113397.0678,txn_00201,Purchase,1233479292,,Healthy Client,113397.0678
c065ce1f-c110-41b9-b55f-cdb0b6a1848c,P004,SalA016,2024-11-15,Class C,Sales AM 1,122.7034115,-56667.33891,txn_00202,Redemption,-695327580.5,,Healthy Client,-56667.33891
9851c525-3251-4861-84dc-a686c4c3c486,P005,SalA041,2024-11-15,Class A,Sales AM 1,107.873232,544957.1852,txn_00203,Purchase,5878629285,,Healthy Client,544957.1852
866e91f7-a280-4969-894d-f4a7a8d2d516,P002,SalA014,2024-11-15,Class C,Sales AM 1,132.4596646,311631.5852,txn_00204,Purchase,4127861524,,Healthy Client,311631.5852
41a52f6a-0bb0-4170-8908-d4128097a941,P005,SalA023,2024-11-15,Class B,Sales AM 1,88.61970348,588875.4314,txn_00205,Purchase,5218596612,,Healthy Client,588875.4314
59909146-d02f-483c-b0ca-18e8a582af17,P003,SalA061,2024-11-15,Class B,Sales AM 1,93.6245151,213870.0544,txn_00206,Purchase,2002348014,,Healthy Client,213870.0544
07875f03-7752-454e-acff-3d8870fd9c9f,P001,SalA010,2024-11-14,Class B,Sales AM 1,84.71720281,-107551.0696,txn_00207,Redemption,-911142577.7,,Healthy Client,-107551.0696
fa7dd328-1b47-4109-a412-f8a44755da79,P005,SalA062,2024-11-14,Class A,Sales AM 1,100.1116243,294529.4456,txn_00208,Purchase,2948582121,,Healthy Client,294529.4456
a3f048b7-37b3-4597-945d-cad14ec5f14c,P002,SalA021,2024-07-26,Class A,Sales AM 1,98.03625513,-162031.3286,txn_00664,Redemption,-1588494467,Severe,Underwater Client,-162031.3286
bd467aeb-12ef-4675-8697-4218376f7543,P003,SalA023,2024-11-14,Class A,Sales AM 1,100.2890434,460264.8891,txn_00210,Purchase,4615952542,,Healthy Client,460264.8891
6c71fc57-2e1e-4c0b-9438-97cc11c98720,P004,SalA037,2024-11-14,Class B,Sales AM 1,81.58693794,415392.7951,txn_00211,Purchase,3389062620,,Healthy Client,415392.7951
c528285e-c185-4715-aa8e-e73c9fb63539,P004,SalA046,2024-11-14,Class B,Sales AM 1,88.62891757,481301.1988,txn_00212,Purchase,4265720427,,Healthy Client,481301.1988
27ba4b4c-49ae-4afa-8136-a00ba2c64ba2,P001,SalA021,2024-07-01,Class B,Sales AM 1,96.05626245,-389417.165,txn_00757,Redemption,-3740595741,Severe,Underwater Client,-389417.165
47e90acc-6476-4c3a-b238-17497c3125f8,P003,SalA008,2024-11-13,Class B,Sales AM 1,99.45383448,-135334.2124,txn_00214,Redemption,-1345950636,,Healthy Client,-135334.2124
9bbdd8c6-716c-4b98-96b8-db063a281711,P001,SalA039,2024-11-13,Class A,Sales AM 1,103.9546089,214722.7021,txn_00215,Purchase,2232141451,,Healthy Client,214722.7021
1440cdda-8598-4d7b-a4eb-6a9de7ed642f,P002,SalA021,2024-06-05,Class B,Sales AM 1,90.4764363,205904.7966,txn_00861,Purchase,1862953222,Severe,Underwater Client,205904.7966
20a3b756-f3e0-4255-8aab-a0b4751c9c90,P004,SalA016,2024-11-12,Class A,Sales AM 1,97.96546176,364012.6855,txn_00217,Purchase,3566067082,,Healthy Client,364012.6855
8f586337-99b2-4b18-8d6e-194394f47f93,P001,SalA024,2024-12-26,Class B,Sales AM 1,84.51619481,-297753.3136,txn_00057,Redemption,-2516497706,Severe,Underwater Client,-297753.3136
f616581e-c73b-4269-920e-030a9f7bf0d8,P001,SalA024,2024-12-11,Class B,Sales AM 1,82.99120633,-433770.0547,txn_00058,Redemption,-3599910011,Severe,Underwater Client,-433770.0547
cd368f67-157c-4f0a-b389-b85a760ab270,P003,SalA052,2024-11-11,Class C,Sales AM 1,133.2624339,286945.6422,txn_00220,Purchase,3823907467,,Healthy Client,286945.6422
3e204e2e-7a9c-420b-b973-d4f040ef4576,P001,SalA040,2024-11-11,Class B,Sales AM 1,96.04939976,-110654.5313,txn_00221,Redemption,-1062830131,,Healthy Client,-110654.5313
5d51ec0e-274b-4386-b820-2c795bba0591,P001,SalA046,2024-11-11,Class C,Sales AM 1,123.020931,-331462.6926,txn_00222,Redemption,-4077684902,,Healthy Client,-331462.6926
d34288f9-a124-43fc-81f4-08203a644a86,P002,SalA024,2024-11-02,Class A,Sales AM 1,95.96245267,225794.9053,txn_00273,Purchase,2166783291,Severe,Underwater Client,225794.9053
65b38d0a-fe7b-4a1f-a471-e1ec26dba575,P001,SalA024,2024-10-26,Class C,Sales AM 1,123.4314943,68342.23703,txn_00296,Purchase,843558444,Severe,Underwater Client,68342.23703
10d75473-009f-47f2-bcba-035310c58ecc,P003,SalA005,2024-11-10,Class B,Sales AM 1,97.98035293,-320850.6086,txn_00225,Redemption,-3143705587,,Healthy Client,-320850.6086
2b6e5194-5199-43b3-ba6a-a6536d24e0b9,P001,SalA064,2024-11-10,Class C,Sales AM 1,138.2636479,355347.6536,txn_00226,Purchase,4913166285,,Healthy Client,355347.6536
f909a07c-52a8-4157-aeb0-650f42214d9c,P002,SalA024,2024-10-04,Class B,Sales AM 1,92.80422596,223443.1255,txn_00382,Purchase,2073646630,Severe,Underwater Client,223443.1255
d657d033-a4c1-4230-b2fd-04b412d71971,P005,SalA024,2024-09-14,Class A,Sales AM 1,100.8094675,-214801.7878,txn_00461,Redemption,-2165405384,Severe,Underwater Client,-214801.7878
29100698-0727-4345-9856-29efd5ff31e0,P004,SalA040,2024-11-10,Class A,Sales AM 1,100.0948439,476378.6177,txn_00229,Purchase,4768304335,,Healthy Client,476378.6177
5c35e084-9191-4aaa-b9a5-8ec7089e966f,P005,SalA024,2024-08-22,Class A,Sales AM 1,98.0219945,-275366.6213,txn_00540,Redemption,-2699198544,Severe,Underwater Client,-275366.6213
9019d837-f672-4ba3-a71a-e043d00acb24,P001,SalA024,2024-08-19,Class B,Sales AM 1,93.6245151,-154892.5339,txn_00552,Redemption,-1450173838,Severe,Underwater Client,-154892.5339
ff6247fe-3eee-4729-abda-ed428ff962c6,P003,SalA024,2024-08-17,Class B,Sales AM 1,90.84150483,-144910.4055,txn_00563,Redemption,-1316387930,Severe,Underwater Client,-144910.4055
9d95d68f-dbb1-4946-ba2e-9f2a0b7bcad7,P003,SalA024,2024-08-14,Class A,Sales AM 1,108.775237,205006.5808,txn_00575,Purchase,2229963942,Severe,Underwater Client,205006.5808
2b7e70ed-42a0-4dac-b64e-2be620ed0c44,P001,SalA024,2024-07-12,Class B,Sales AM 1,84.75862206,203916.7748,txn_00714,Purchase,1728370485,Severe,Underwater Client,203916.7748
956ae934-c836-4120-bd88-4d242d0023ca,P003,SalA078,2024-11-09,Class B,Sales AM 1,80.67864507,119432.9169,txn_00235,Purchase,963568591.3,,Healthy Client,119432.9169
2738338c-679a-4699-8c76-2034394bdaa9,P005,SalA092,2024-11-08,Class C,Sales AM 1,129.9300934,311102.2918,txn_00236,Purchase,4042154984,,Healthy Client,311102.2918
75ecada7-30a1-40c4-a60f-46de8d046954,P002,SalA032,2024-11-07,Class A,Sales AM 1,102.7908748,72935.26377,txn_00237,Purchase,749707956.9,Mild,Underwater Client,72935.26377
fc453af9-0526-4bea-bbc1-443c62206393,P005,SalA032,2024-11-07,Class C,Sales AM 1,127.5625694,-428114.927,txn_00238,Redemption,-5461144007,Mild,Underwater Client,-428114.927
e34d6b6a-5148-4c2b-9a7e-5e7ddec1c6f7,P003,SalA024,2024-06-19,Class A,Sales AM 1,91.99256987,-444969.4763,txn_00811,Redemption,-4093388564,Severe,Underwater Client,-444969.4763
d4a837ae-7767-4172-bf61-dfec7eed0414,P002,SalA024,2024-06-06,Class A,Sales AM 1,97.08398752,446830.2394,txn_00859,Purchase,4338006138,Severe,Underwater Client,446830.2394
43a5c096-4a93-4a57-89b8-1a38460aa855,P002,SalA016,2024-11-07,Class A,Sales AM 1,108.7606178,275630.9972,txn_00241,Purchase,2997779754,,Healthy Client,275630.9972
148aef11-87d7-4304-b419-0f03733e635f,P005,SalA024,2024-06-01,Class B,Sales AM 1,92.97466078,-220771.8347,txn_00875,Redemption,-2052618644,Severe,Underwater Client,-220771.8347
153f1921-a168-4001-aba3-8b0a28e24f75,P001,SalA025,2024-12-14,Class A,Sales AM 1,92.89965991,-403047.2524,txn_00059,Redemption,-3744295267,Severe,Underwater Client,-403047.2524
5d8d4cb7-7922-4526-809b-e544990abe54,P004,SalA025,2024-12-06,Class C,Sales AM 1,139.392511,441683.4223,txn_00060,Purchase,6156736132,Severe,Underwater Client,441683.4223
f3c7fe46-c351-4c22-b0e2-e90ec0a0dd32,P002,SalA069,2024-11-07,Class B,Sales AM 1,95.52684395,-322850.3691,txn_00245,Redemption,-3084087683,,Healthy Client,-322850.3691
950a8fa3-47e6-4ff7-9180-252aeb288b63,P004,SalA031,2024-11-06,Class C,Sales AM 1,135.4050733,55184.21304,txn_00246,Purchase,747222240.9,,Healthy Client,55184.21304
5fa6fe1d-4035-4c44-8b47-9a307f38878b,P004,SalA043,2024-11-06,Class C,Sales AM 1,128.3630947,274686.7752,txn_00247,Purchase,3525964455,,Healthy Client,274686.7752
e0bcfe3c-e927-4111-9ab2-f023277b57b8,P002,SalA025,2024-11-26,Class A,Sales AM 1,105.0658119,65272.53489,txn_00161,Purchase,685791187.4,Severe,Underwater Client,65272.53489
892c7e75-3628-4554-9d7f-aaacd45aee7c,P004,SalA074,2024-11-06,Class C,Sales AM 1,130.7652358,303912.9789,txn_00249,Purchase,3974125233,,Healthy Client,303912.9789
20aeb4ed-776e-4837-a548-974b7cc11114,P004,SalA025,2024-11-20,Class C,Sales AM 1,122.7711155,-220533.0492,txn_00178,Redemption,-2707508845,Severe,Underwater Client,-220533.0492
277ae544-34a6-4635-a6e4-5cd38783281c,P005,SalA044,2024-11-06,Class C,Sales AM 1,137.1828428,116435.613,txn_00251,Purchase,1597296839,,Healthy Client,116435.613
4455c206-6aff-477d-b2dd-258a7c104992,P001,SalA057,2024-11-06,Class B,Sales AM 1,90.00852317,-193980.9631,txn_00252,Redemption,-1745994001,,Healthy Client,-193980.9631
e6350c2d-2b29-4dfd-82a5-5b9d07570bd0,P005,SalA025,2024-11-16,Class A,Sales AM 1,108.7606178,84261.66867,txn_00198,Purchase,916435113.9,Severe,Underwater Client,84261.66867
b2568b64-91ca-403a-860e-0bd42a5f78b7,P003,SalA025,2024-11-09,Class C,Sales AM 1,125.8305135,-287452.2762,txn_00233,Redemption,-3617026753,Severe,Underwater Client,-287452.2762
c7580643-4f81-4a9d-9cef-c0c96d0de393,P003,SalA003,2024-11-05,Class C,Sales AM 1,129.5639909,396426.901,txn_00255,Purchase,5136265138,,Healthy Client,396426.901
1344bb4a-bfba-4046-9d22-cd3e470b8032,P003,SalA031,2024-11-05,Class A,Sales AM 1,108.1329063,295429.5183,txn_00256,Purchase,3194565242,,Healthy Client,295429.5183
eaacbe37-50f1-4f99-a6d4-73260d077489,P004,SalA025,2024-10-02,Class B,Sales AM 1,99.08600008,-401604.1866,txn_00390,Redemption,-3979335246,Severe,Underwater Client,-401604.1866
fbc63c4c-152a-4004-9907-b844384d90ba,P005,SalA074,2024-11-05,Class A,Sales AM 1,108.3197147,-268818.3556,txn_00258,Redemption,-2911832759,,Healthy Client,-268818.3556
e3d07634-e65b-4477-aea4-8e47ae137675,P004,SalA025,2024-06-30,Class A,Sales AM 1,101.5927704,-75067.9748,txn_00764,Redemption,-762636353.2,Severe,Underwater Client,-75067.9748
59b5cf29-1fdc-4b1f-ad36-26d0f3a4b21b,P004,SalA025,2024-06-08,Class A,Sales AM 1,102.1750023,21815.88368,txn_00853,Purchase,222903796.5,Severe,Underwater Client,21815.88368
39b3b5f3-f0f6-45ae-a9fd-a36a016d7710,P004,SalA026,2024-12-12,Class B,Sales AM 1,83.14521573,-139410.6967,txn_00061,Redemption,-1159133245,,Healthy Client,-139410.6967
1a3e30ce-b9a0-4768-9cba-5054d7048d98,P001,SalA026,2024-11-04,Class A,Sales AM 1,92.29569306,451857.3468,txn_00261,Purchase,4170448698,Severe,Underwater Client,451857.3468
e56bd44b-b7ea-46c0-a189-b771c2db698f,P005,SalA043,2024-11-04,Class C,Sales AM 1,137.1355223,250869.4351,txn_00263,Purchase,3440311101,,Healthy Client,250869.4351
690e053a-c597-4a90-a012-7b57e91e7931,P004,SalA061,2024-11-04,Class C,Sales AM 1,124.9439267,-497782.7265,txn_00264,Redemption,-6219492849,,Healthy Client,-497782.7265
ea429f48-585e-4d86-9363-0312adba7dc5,P002,SalA041,2024-11-04,Class A,Sales AM 1,93.33012985,273411.848,txn_00265,Purchase,2551756328,,Healthy Client,273411.848
b8429782-d49e-49d1-b6f0-209bf0225534,P004,SalA026,2024-10-28,Class B,Sales AM 1,87.12387199,-449956.4595,txn_00289,Redemption,-3920194898,Severe,Underwater Client,-449956.4595
02982c3b-0616-485c-828e-b82caff474b1,P005,SalA010,2024-11-03,Class C,Sales AM 1,136.0683016,-362774.3805,txn_00267,Redemption,-4936209380,,Healthy Client,-362774.3805
da796bb3-1f00-427d-a57e-11a4b9253b18,P002,SalA023,2024-11-03,Class B,Sales AM 1,91.67902202,370965.7076,txn_00268,Purchase,3400977328,,Healthy Client,370965.7076
4503cdad-1894-4eb0-8af1-03663a799a40,P002,SalA026,2024-10-10,Class C,Sales AM 1,125.9118883,-235891.1541,txn_00361,Redemption,-2970150064,Severe,Underwater Client,-235891.1541
0684d171-06de-4be5-a3d7-be6332cb65d4,P002,SalA026,2024-10-07,Class C,Sales AM 1,123.5708727,-307790.3337,txn_00372,Redemption,-3803392014,Severe,Underwater Client,-307790.3337
039f5b20-f580-4fa5-af9f-a51f8bb3f806,P004,SalA026,2024-09-17,Class C,Sales AM 1,137.1754511,-384385.1574,txn_00450,Redemption,-5272820735,Severe,Underwater Client,-384385.1574
505be26f-3233-45ce-9288-8fd33af0cacb,P003,SalA026,2024-08-28,Class B,Sales AM 1,83.05827681,324552.8539,txn_00511,Purchase,2695680078,Severe,Underwater Client,324552.8539
9aca129a-3f58-4aa4-b8f8-f79ff5997b49,P001,SalA026,2024-08-06,Class C,Sales AM 1,128.6579717,340586.943,txn_00610,Purchase,4381922527,Severe,Underwater Client,340586.943
c463c20e-bb9e-48ca-b1fa-ff124c5c7d1d,P001,SalA003,2024-11-01,Class B,Sales AM 1,87.493526,432524.8363,txn_00274,Purchase,3784312301,,Healthy Client,432524.8363
84933526-0e5a-4ba2-acdd-598e15d655d1,P005,SalA040,2024-11-01,Class B,Sales AM 1,98.29346173,-420148.9821,txn_00275,Redemption,-4129789789,,Healthy Client,-420148.9821
b1f6990c-af68-4d51-a7a1-675cc6107b3f,P001,SalA026,2024-08-05,Class A,Sales AM 1,100.0565433,-218474.4997,txn_00621,Redemption,-2185980324,Severe,Underwater Client,-218474.4997
a499136e-85e5-4332-b88e-347a4e2916e3,P004,SalA092,2024-11-01,Class A,Sales AM 1,96.03153233,255008.6255,txn_00277,Purchase,2448886906,,Healthy Client,255008.6255
222b6bfb-3410-46dc-9c13-530bee3a6e6a,P004,SalA028,2024-11-01,Class B,Sales AM 1,88.74432488,184442.3957,txn_00278,Purchase,1636821589,,Healthy Client,184442.3957
db185497-c803-414f-a051-75fbc8a5c05e,P003,SalA026,2024-07-27,Class B,Sales AM 1,88.19670995,163192.3993,txn_00662,Purchase,1439303271,Severe,Underwater Client,163192.3993
50e6a2ba-c505-4d1f-ab26-2b83207a5328,P003,SalA032,2024-10-31,Class B,Sales AM 1,82.43755651,419617.6211,txn_00280,Purchase,3459225135,Mild,Underwater Client,419617.6211
